"name","comment","date","rating"
"𝙹𝚊𝚋𝚎𝚛𝙳𝚘𝚎","Die Matrix Sequels sind allgemein bekannt als eindeutige schwächere Filme als das Original und gelten als einige der schlechtesten Fortsetzungen überhaupt. Bei ersterem kann ich zustimmen: den meiner Meinung nach perfekten Mix aus grandiosem World Building, Philosophie und atemberaubender Action können die Fortsetzungen nie erreichen. Aber zu sagen es wären furchtbare Sequels ist meiner Meinung nach gerade diesem zweiten Teil hier gegenüber unfair.","11 Dec 2023",4
"Tom, O Bardo 🍅","Erstmal ist die Action hier weiterhin fantastisch. Der Kampf gegen die Schergen von dem Programm das mit…","12 Dec 2023",3
"Josh Thomas","Bias will always be with me when it comes to the Matrix but I do think this sequal is what happens when the show creators have a general idea of what made the first film good and continue to take the story seriously, only to fail to develop upon it a little. The character development and world building start to confuse a bit as well. Lengthy Philosophy dumps, Gun-fu fight scenes and theatrics are amped but, maybe to the effect of the film being bloated in comparison to how the 1st film was just right.","11 Dec 2023",4
"Colby","So…","11 Dec 2023",NA
"Ian Sancya","Let’s get the normal review out the way first. This is a movie I should loathe but do like. The bad: it’s bizarrely, inexplicably horny. There is practically no plot; it’s essentially shelved til the very end, clearly with structural difficulties setting up for the next movie while making this work. There are essentially no characters; Agent Smith, Link, and perhaps Seraph, the Oracle and the Architect have personality and that’s about it.","11 Dec 2023",NA
NA,"Ergo, there is none of the…",NA,NA
NA,"My sisters favorite movie of course",NA,NA
NA,"deveria ter parado no 1 mas esse eh legalzinho",NA,NA
NA,"The Wachowskis direct the hell out of setpieces. That highway scene still absolutely SHREDS.",NA,NA
NA,"Franchise Frenzy#19.2",NA,NA
NA,"Better than expected. Some cool action scenes. But I was much much less invested in this story than I was in the first.",NA,NA
NA,"If we’re being real this is one of the best action movies ever made. The CGI is impeccable and takes a huge jump from the first movie too. Honestly surprised by how much I loved this but I’m all for it. Hopefully the 3rd and 4th are just as fye.",NA,NA
"Victor","L’avis va être un avis général sur la trilogie que j’ai regardé back to back pour préparer au 4 (au moins j’aurai vu la trilogie hein…). Top, ça a vraiment super bien vieilli. Mon préféré c’est le 2, si on enlève toute l’imagerie du cul au début que j’ai trouvé un peu sortie de nulle part mdr mais top j’ai adoré les 3 vraiment très bonne expérience.","12 Dec 2023",4
"krisfriskl","This review may contain spoilers. I can handle the truth.","11 Dec 2023",4
"Daniel","it's always 'why was there a 5 minute long bass boosted rave' and never 'how was the 5 minute long bass boosted rave""","11 Dec 2023",5
"Iris Ryan","Holds up to the first","09 Dec 2023",3
"ForceJames9","Just rocks so hard. Ghosts, katanas, Hugo weaving. Hell yeah","11 Dec 2023",4
"lou","Action was just as good if not better in this one than the first! Really creative and loved the ending","11 Dec 2023",4
"Jack O’Donnell","But the overall story felt very slow and not as well crafted as the first. They really emphasized action and sfx over story","10 Dec 2023",4
"kyle","But still a fun watch, can’t wait to get around to the finale (no the 4th one doesn’t exist)","11 Dec 2023",4
"bruno meireles","Why is there a sex scene in matrix i watched it with my dad 😭😭😭Also me: I just saw the two hottests people on the planet have sex!!!","11 Dec 2023",3
"FeistyDyke","Hell ya. Does not hold a candle to the original, but Reloaded still rules. The camp-o-meter is up a few notches and everyone is having a sillier, sexier time. Sure, we could all do without the PS2 cutscenes in the middle of this movie, but I know a time will come when we’re nostalgic for that little Flubber Neo.","11 Dec 2023",3
"millylindoca","Lambert Wilson devours his scene as the Merovingian - all villains should be this French. Keanu’s colloquy with the Architect is an easy top-five scene of the 2000’s for me. Morpheus has a sword now. Buckle up and hit the highway.","10 Dec 2023",NA
"Airan França","this movie is so good. stop talking about the matrix sequels as equals, this one is way closer in quality to the first than it is to revolutions.","10 Dec 2023",NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"A conversa com Oráculo foi quase uma entrevista com Deus. Essa estratégia de usar óculos escuros para burlar a mal projeção de rosto no cgi é uma ótima estratégia adaptativa, gênios! Passaram de telefonista para operador, isso mostra que o tank e o link são muito diferentes.",NA,NA
NA,"I just don't think Grant Morrison is a very good writer",NA,NA
NA,"se eu quisesse sexo e brigas eu tava assistindo 50 tons de cinza",NA,NA
NA,"É realmente um feito como o bombardeio de informação consegue não acrescentar nada em relação ao primeiro filme. Sim, a mitologia é expandida, mas por um espaço muito menos denso do que o já estabelecido. Já tinhamos todos os fatos e a filosofia essencial, o que é evidente ao notar que o filme antecessor teve um início, meio e fim coeso. O segundo filme se esforça em excesso pra desenvolver o que já sabíamos e o que não precisávamos saber,…",NA,NA
"︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎","a trinity pilotando de salto vey juro","10 Dec 2023",3
"kxyiv","This movie was so horny lol","10 Dec 2023",3
"permangustav","Sick af","10 Dec 2023",4
"henryainley","action sequences are cool but overall some really baffling choices. first 30 minutes are so damn boring and the lore dumps are way too long and on the nose. disappointing sequel.","10 Dec 2023",2
"Léo","Moins bien que le 1 ( j’avais le choix entre taffer l’histoire et me refaire matrix, j’ai pas tergiversé longtemps )","10 Dec 2023",3
"Duncan W","Extremely horny movie. The first meeting with the Merengian and his wife is so strange in todays film landscape.","09 Dec 2023",3
"LVeltkamp","I love the most 90s elements (cave rave is such choice to make Zion not just miserable) and actually don’t hate the supernatural programs, though maybe under/poorly utilised.","10 Dec 2023",2
"eu so t-rex 🦖","Emo Superman","10 Dec 2023",3
"Sarah Cocks","fizeram o final em 2 minutos kkkkk é mole","08 May 2022",2
"noelle","Meh.","09 Dec 2023",3
"ая","the matrix movies are literally a comedy to me","09 Dec 2023",3
"LordMoe","orgy","10 Dec 2023",NA
NA,"When I first saw this movie years and years ago, my Criticker review was as follows:",NA,NA
NA,"While I was a big fan of 'The Matrix"", I can't quite say the same about Reloaded. The movie feels like it's filled to the brim with ""stuff"" happening, without a lot of substance. The audience is told ""stuff"" is important so we must do this other ""stuff"". We must find this ""guy"" to get this ""thing"" and then we have to find this…",NA,NA
"Ion87","This movie defined my teen years","09 Dec 2023",4
"keevins","Why does everyone want to kiss neo????","09 Dec 2023",3
"David","this movie fucked back then and still fucks now. love it.","09 Dec 2023",5
"Roman","No tan buena como la 1 pero aún así me gustó, al igual que Trinity","01 Dec 2023",3
"Erik","me rolling up to the airport in my leather trench coat with the coolest glasses the TSA agent has ever seen","09 Dec 2023",4
"bethecowboyy","imagina ter ficado 20 anos esperando por uma continuação pra esse filme","09 Dec 2023",3
"badmoonbai","i’m sorry the bowling pin noises during that one fight scene are sending me","09 Dec 2023",4
"edi","rip to leigh’s character","09 Dec 2023",4
"slutroach","guilty pleasure","09 Dec 2023",5
"Miriam","I would point a gun at Monica Bellucci if she was trying to kiss my man too","09 Dec 2023",2
"Kağan Deniz Ünal","otoyol sahneleri bile kurtarmıyo filmi","09 Dec 2023",4
"Theboxoffice_cj","😎🤚🏻....","09 Dec 2023",NA
"Abrililla","Como puede estar mejor hecha esta pelicula del 2000 que cualquiera de marvel de la actualidad?","09 Dec 2023",4
"rjm","came for the story, stayed for the action scenes","08 Dec 2023",3
"hungrymister","A film that is best felt rather than reviewed 🏗️🏗️🪓🔱🏚️🔫🔪💣🧨🏹⚔️🗡️🛡️💣💣💣💣💥💥💥💥💥💥💥🌋🌋🌋🌋🌋🌋🧨🧨🧨🔭🤔🤷🏼‍♀️💫","09 Dec 2023",3
"jaconbaconator","Wow in my opinion this was so much better then the first one.First of all i felt it was less basic some more good scenes besides the action scenes i like the characters a bit more and the action scenes were still very good.Its funny people love the first Film and dont like the second and the third one that much but i think the second one is better then the beloved first Film i know people might get mad…","08 Dec 2023",3
"Deane Lawton","SEXY","08 Dec 2023",3
"Roberto Alvz","MORE‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️","09 Dec 2023",4
"Jhin","Tirando alguns diálogos vergonhosos, umas cenas datadas e uns problemas de ritmo, o filme não é tão ruim quanto eu pensava que seria.","09 Dec 2023",4
"hannah🐞","i honestly liked this a lot!! very corny at times but that made me enjoy it more tbh…","08 Dec 2023",4
"tini","also my dad made me skip past the underground rave scene…what the fuck…","09 Dec 2023",3
"itsroblaw","TRINITY THE WOMAN THAT YOU ARE","08 Dec 2023",3
"Manuel GN","zion is what ponce city market is gunna look like in 20 years.","08 Dec 2023",4
"NBWitch","trinity and neo really said “we have 36 hours to fuck”.","08 Dec 2023",4
NA,"neo having to come to terms with his humanity and the idea of fear and trinity tells him that he doesnt have to fear cuz love is always with him! 🥹",NA,NA
NA,"Defenderé hasta mi último aliento esta secuela, tiene mil fallos tontos, pero aporta tantas cosas interesantes al mundo que construye que compensa con creces cualquier tontería inofensiva que llega a entorpecer el camino.",NA,NA
NA,"""My goodness, look at you. You turned out all right, didn't you? How do you feel?""",NA,NA
NA,"One of my first ever pieces of fiction I've ever written involved a scene that was basically the opening of The Matrix Reloaded. I was 12 and hadn't even watched one Matrix film, for the record. It really goes to show how in tune The Wachowskis were to everything you thought was cool as a kid.",NA,NA
NA,"The Matrix Reloaded is...pretty damn good, honestly! I've…",NA,NA
"Alex","absolutely unreal how long some of these fight sequences go","08 Dec 2023",3
